a	10.306451612903226
ability	9.880952380952381
able	9.589341692789969
about	10.228013029315960
above	9.896193771626297
abroad	9.843260188087774
absolutely	9.955089820359282
abuse	9.357859531772576
accept	9.783950617283951
acceptable	9.510067114093960
access	10.084112149532711
accident	10.123123123123124
according	10.183673469387756
account	9.984177215189874
accurate	10.335483870967742
accuse	10.076086956521738
achieve	9.931271477663230
acquire	9.996621621621621
across	10.127596439169139
act	10.137931034482758
action	10.031250000000000
active	9.705454545454545
activity	10.058064516129033
actor	9.769938650306749
actual	10.310679611650485
actually	9.599431818181818
ad	9.673139158576053
adapt	9.901315789473685
add	10.400630914826499
addition	9.343042071197411
additional	10.087096774193549
address	9.487889273356402
adjust	9.974522292993630
administration	9.600638977635782
administrative	10.394904458598726
admire	9.991044776119402
admit	10.528846153846153
adopt	10.275229357798166
adult	9.940559440559440
advance	10.416149068322982
advanced	9.853582554517134
advantage	10.026470588235295
advertising	10.119718309859154
advice	10.390572390572391
affair	9.498360655737704
affect	10.091549295774648
afford	9.842948717948717
afraid	9.885620915032680
after	10.130872483221477
afternoon	9.711180124223603
again	10.079470198675496
against	10.110726643598616
age	9.401840490797547
agency	10.182119205298013
agent	9.813504823151126
aggressive	10.151315789473685
ago	10.003125000000001
agree	10.074433656957929
agreement	10.061349693251534
ahead	10.003300330033003
air	9.768683274021353
airline	9.783699059561128
airport	10.279069767441861
alarm	9.652037617554859
alcohol	9.396721311475410
alive	10.619377162629759
all	9.612377850162867
allow	10.437106918238994
almost	10.470198675496690
alone	9.761732851985560
along	10.277027027027026
already	9.651376146788991
also	10.040498442367602
alternative	10.181208053691275
although	10.296187683284458
altogether	9.985029940119761
always	10.170138888888889
amazing	10.085798816568047
ambition	10.165562913907285
among	9.665551839464882
amount	10.058823529411764
an	10.167701863354038
analysis	10.472312703583063
analyst	10.198630136986301
and	9.769759450171822
anger	9.996710526315789
angle	10.308196721311475
angry	9.533132530120483
animal	9.778135048231512
announce	10.224422442244224
annual	10.331230283911673
another	9.756598240469208
answer	10.117834394904458
anticipate	9.881188118811881
anxiety	10.137457044673539
anxious	9.885448916408668
any	10.023102310231023
anybody	9.963576158940397
anyone	10.279999999999999
anything	10.040880503144654
anyway	9.936962750716333
anywhere	9.442073170731707
apart	10.019169329073483
apartment	10.390163934426230
apologize	9.771604938271604
appeal	9.704861111111111
appear	10.545787545787546
appearance	9.678082191780822
apple	10.268041237113403
application	10.020338983050847
apply	10.083333333333334
appointment	10.351437699680512
appreciate	9.527868852459017
approach	10.199288256227758
appropriate	10.336391437308869
approve	9.795731707317072
are	10.008771929824562
area	10.141955835962145
argue	9.718045112781954
argument	9.932692307692308
arise	9.929878048780488
arm	9.834808259587021
army	10.515923566878980
around	10.141891891891891
arrival	9.773700305810397
arrive	10.436781609195402
art	9.815068493150685
article	9.957446808510639
as	10.336666666666666
aside	10.021148036253777
ask	10.184027777777779
asleep	9.804195804195805
aspect	9.750000000000000
assignment	10.220496894409937
assist	10.247588424437300
assistance	10.199395770392750
assistant	10.074468085106384
associate	9.777777777777779
association	10.177631578947368
assume	10.058181818181819
assumption	10.228840125391850
assure	9.606918238993710
at	9.507836990595612
atmosphere	10.069620253164556
attach	9.764331210191083
attack	9.793510324483776
